name,expression,age,replicate,Experiment,gene,CO2.level,CO2.level2,Temp.level,Temp.level2,pH,pH.sd,CO2,CO2.sd,Temp,Temp.sd,Salinity,DO,DO.sd,PO2,PO2.sd,Alkalinity,Alkalinity.sd,DIC,DIC.sd,fCO2,fCO2.sd,Carbonate,Carbonate.sd
24H 10dph 5,1.820885496,T,5,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24H 1dph 1,3.758813839,Y,1,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24H 1dph 2,0.857819684,Y,2,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24H 1dph 3,0.971233232,Y,3,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24H 1dph 4,1.187450568,Y,4,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24H 1dph 5,0.917587932,Y,5,exp3,nkcc1,2200uatm,H,24C,H,7.49,0.02,2157,92,23.7,0.3,31,7.69,0.14,22.4,0.4,2048,22,2050,25,2151,92,42,1
24VH 10dph 1,2.097267739,T,1,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 10dph 2,3.552241293,T,2,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 10dph 3,2.925694365,T,3,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 10dph 4,1.704251556,T,4,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 10dph 5,2.977891851,T,5,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 1dph 1,1.113794733,Y,1,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 1dph 2,1.292834339,Y,2,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 1dph 3,2.265725278,Y,3,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 1dph 4,2.606134192,Y,4,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
24VH 1dph 5,2.096464043,Y,5,exp3,nkcc1,4200uatm,VH,24C,H,7.2,0.02,4339,169,23.6,0.2,31,7.98,0.14,23.2,0.4,2059,51,2140,8,4325,169,22,1
17C 10dph 1,0.946008733,T,1,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 2,2.393147964,T,2,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 3,1.898983061,T,3,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 4,2.634423169,T,4,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 5,1.786919229,T,5,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 6,0.240032731,T,6,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 7,0.440330243,T,7,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 10dph 8,0.219156515,T,8,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17H 10dph 1,0.454115771,T,1,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 2,1.263709959,T,2,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 3,0.652315074,T,3,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 4,1.592842493,T,4,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 5,3.331773584,T,5,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 6,2.347781846,T,6,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 7,3.138104605,T,7,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 10dph 8,3.49871148,T,8,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17VH 10dph 1,0.953920519,T,1,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 2,0.855915248,T,2,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 3,1.543258362,T,3,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 4,2.037499436,T,4,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 5,1.164234902,T,5,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 6,1.858941706,T,6,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 7,0.947020211,T,7,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 8,0.923233796,T,8,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
20C 10dph 1,1.977463863,T,1,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 2,1.573179331,T,2,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 3,1.781382059,T,3,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 4,1.849104842,T,4,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 5,6.861374053,T,5,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 6,2.039120146,T,6,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 7,1.879021913,T,7,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 8,3.039027904,T,8,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20H 10dph 1,0.434024178,T,1,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 2,0.248438748,T,2,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 5,0.797466033,T,5,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 6,2.8734934,T,6,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 7,1.219578548,T,7,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 8,1.624908435,T,8,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20VH 10dph 1,0.152516738,T,1,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 2,0.148191879,T,2,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 3,3.002352739,T,3,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 4,0.340853228,T,4,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 5,0.292006716,T,5,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 6,0.163419705,T,6,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 7,0.794997825,T,7,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 8,0.178110964,T,8,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
24C 10dph 1,0.168322106,T,1,exp2,nkcc1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 5,0.335346569,T,5,exp2,nkcc1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 6,0.095949644,T,6,exp2,nkcc1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 7,0.174621473,T,7,exp2,nkcc1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 8,0.313504401,T,8,exp2,nkcc1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24H 10dph 1,0.074117396,T,1,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 2,0.105805751,T,2,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 3,0.109697468,T,3,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 4,0.106753221,T,4,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 5,0.090684023,T,5,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 6,0.051807713,T,6,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 7,0.07678518,T,7,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 8,0.141297813,T,8,exp2,nkcc1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24VH 10dph 1,0.129793621,T,1,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 2,0.140369704,T,2,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 3,0.286722907,T,3,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 4,0.38494629,T,4,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 5,0.199060112,T,5,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 6,0.214421398,T,6,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 7,0.181661694,T,7,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 8,0.867954307,T,8,exp2,nkcc1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
17C 1dph 1,2.503937716,Y,1,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 2,2.084363152,Y,2,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 3,1.873122089,Y,3,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 5,5.078802614,Y,5,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 6,3.513371289,Y,6,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 7,2.253106311,Y,7,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 8,2.352238193,Y,8,exp2,nkcc1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17H 1dph 1,1.222462775,Y,1,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 2,1.525349733,Y,2,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 3,1.228858457,Y,3,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 4,1.805808551,Y,4,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 5,0.638348694,Y,5,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 6,0.673372094,Y,6,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 7,0.978091637,Y,7,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 8,2.39346947,Y,8,exp2,nkcc1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17VH 1dph 1,2.602393646,Y,1,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 2,0.822084617,Y,2,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 3,1.777521769,Y,3,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 4,2.463328424,Y,4,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 5,2.387010417,Y,5,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 6,1.926308751,Y,6,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 7,1.699781794,Y,7,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 8,4.981082104,Y,8,exp2,nkcc1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
20C 1dph 1,1.818042705,Y,1,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 2,1.506949058,Y,2,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 3,0.771263238,Y,3,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 4,11.44058872,Y,4,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 5,0.692382301,Y,5,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 6,0.891846727,Y,6,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 7,0.155814674,Y,7,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 8,0.305408283,Y,8,exp2,nkcc1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20H 1dph 1,2.212278368,Y,1,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 2,1.891971745,Y,2,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 3,1.761079716,Y,3,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 4,0.506879232,Y,4,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 5,0.970013646,Y,5,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 6,0.249473968,Y,6,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 7,0.302175199,Y,7,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 8,0.08986641,Y,8,exp2,nkcc1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20VH 1dph 1,9.787938071,Y,1,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 2,2.617227972,Y,2,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 3,1.842978604,Y,3,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 4,2.02613801,Y,4,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 5,3.1740601,Y,5,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 6,0.855396983,Y,6,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 7,2.438122031,Y,7,exp2,nkcc1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
